比尔有9颗弹球,吉姆比比尔少7颗.请问比尔有几颗弹球?
简的妈妈给每人做了12个肉桂卷.如果有3个人在吃,总共做了多少卷?
康妮有593颗弹珠.康妮给了胡安183.康妮还剩下多少?
四张邮票34美分.如果每枚邮票的价格不变,那么1枚邮票的价格是多少?
星期五有1250人参观了动物园,是星期六的三倍.星期六有多少人参观了动物园?
农夫有127个苹果.他的邻居给了他88个苹果.农民现在有多少苹果?
大卫有一盒7美元的毛绒玩具狗.盒子里有四只狗.每只狗多少钱?
篮球队中最矮的球员是77.75英寸高.这比最高的球员矮9.5英寸.最高的球员有多高,以英寸为单位?
琼在海滩上发现了70个贝壳.她给了萨姆一些她的贝壳.她有27个贝壳.她给了萨姆多少个贝壳?
谷仓里有28捆干草.蒂姆今天在谷仓里堆垛.现在谷仓里有54捆干草.他在谷仓里放了多少捆?
玛丽正在烤蛋糕.食谱需要8杯面粉.她已经放了两个杯子.她需要加多少个杯子?
莎拉的高中今年打了12场篮球比赛,他们在4场比赛中被击败.他们赢了多少场比赛?
目前公园里有22棵核桃树.公园工作人员今天将种核桃树.当工人们完工时,公园里将有55棵核桃树.工人们今天种了多少棵核桃树?
迈克在路边的水果盘里吃了34个桃子.他去果园摘桃子储备起来.现在有86个桃子.他选了多少?
花瓶里有六朵玫瑰.玛丽从她的花园里剪下一些玫瑰.现在花瓶里有16朵玫瑰.她剪了多少朵玫瑰?
琼今年去看了四场足球赛.去年她参加了9场比赛.琼总共参加了多少场足球赛?
汤姆有9个黄色的气球.萨拉有8个黄色的气球.他们总共有多少个黄色气球?
目前公园里有4棵核桃树.公园工作人员今天将种植6棵核桃树.当工人们完工时,公园将有多少棵核桃树?
萨姆的银行里有9块钱.他爸爸给了他7角钱.萨姆现在有多少10美分了?
阿丽莎的狗生了小狗.她给了她的朋友7.她现在有5只小狗.她一开始养了多少只小狗?
一家餐馆今天午餐供应9个披萨,晚餐供应6个.今天吃了多少披萨?
抽屉里有两支铅笔.蒂姆在抽屉里放了三支铅笔.现在总共有多少支铅笔?
琼发现了6个贝壳,杰西卡在海滩上发现了8个贝壳.他们一起找到了多少贝壳?
桑迪种了6根胡萝卜.萨姆种了3根胡萝卜.他们一共种了多少胡萝卜?
本尼摘了两个苹果,丹从苹果树上摘了9个苹果.总共摘了多少个苹果?
蒂姆的猫生了小猫.他给了杰西卡3个,给了莎拉6个.他现在有9只小猫.他一开始养了多少只小猫?
琼有9个蓝色气球,莎莉有5个蓝色气球,杰西卡有2个蓝色气球.他们总共有多少个蓝色气球?
梅兰妮的银行里有7个硬币.她爸爸给了她8个角,她妈妈给了她4个角.梅兰妮现在有几角了?
今天一家餐馆午餐供应5个蛋糕,晚餐供应6个.这家餐馆昨天供应了3块蛋糕.一共有多少块蛋糕?
萨拉种了4个洋葱,莎莉种了5个,弗雷德种了9个.他们一共种了多少洋葱?
杰森有44个蓝色弹珠和16个红色弹珠.汤姆有24颗蓝色弹珠.一共有多少颗蓝色弹珠?
抽屉里有11把尺子和34支蜡笔.蒂姆在抽屉里放了14把尺子.现在总共有多少把尺子?
基斯有20本书.杰森有21本书.他们一共有多少本书?
汤姆在海滩上发现了15个贝壳,弗雷德发现了43个贝壳.当他们清洗它们时,他们发现有29条裂缝.他们一起找到了多少贝壳?
萨拉有31个红气球和15个绿气球.桑迪有24个红气球.他们总共有多少个红气球?
琼摘了37个橘子,萨拉摘了10个橘子.阿丽莎摘了30个梨.一共摘了多少个橘子?
弗雷德今年去看了36场篮球比赛,但错过了35场.他去年去看了11场比赛.弗雷德总共参加了多少场篮球比赛?
琼有40个蓝色的气球.梅兰妮有41个蓝色的气球.他们总共有多少个蓝色气球?
桑迪有10本书,本尼有24本书,蒂姆有33本书.他们一共有多少本书?
杰森摘了46个梨,基思摘了47个梨,迈克从梨树上摘了12个梨.一共摘了多少个梨?
莎莉有27张口袋妖怪卡.丹给了她41张新的口袋妖怪卡.萨莉买了20张口袋妖怪卡.莎莉现在有多少张口袋妖怪卡?
这个月杰森去看了11场足球赛.他上个月去了17场比赛,下个月计划去16场.他总共要参加多少场比赛?
迈克的图书馆里有35本书.他在周末的旧货拍卖会上买了几本书.现在他的图书馆里有56本书.他在庭院拍卖会上买了多少书?
丹在海滩上发现了56个贝壳,他给了杰西卡一些他的贝壳.他有22个贝壳.他给了杰西卡多少个贝壳?
莎莉在路边的水果盘里吃了13个桃子.她去果园摘桃子储备起来.现在有55个桃子.她选了多少?
本尼生日时收到了67美元.他去体育用品商店买了棒球手套、棒球和球棒.他有33美元,他在棒球装备上花了多少钱?
上周汤姆有74美元.他周末洗车,现在有86美元.他洗车赚了多少钱?
汤姆发现了7个贝壳,但有4个坏了.汤姆找到了多少个完整的贝壳?
一家餐馆今天午餐供应6个蛋糕,晚餐供应9个.今天吃了多少蛋糕?
琼有8个橙色的气球,但丢了2个.琼现在有多少个橙色气球?
弗雷德在他的银行里有7个硬币.他姐姐借了他三个一角硬币.弗雷德现在有多少10美分了?
琼的猫生了8只小猫.她给了她的朋友两个.她现在有多少只小猫?
萨姆在海滩上发现了35个贝壳,他给了琼18个贝壳.他现在有多少个贝壳?
迈克有87张棒球卡.萨姆买了13张迈克的棒球卡.迈克现在有多少张棒球卡?
丹有64颗紫色弹珠,他给了玛丽14颗.他现在有多少个紫色弹珠?
阿丽莎摘了42个梨,南希从梨树上摘了17个梨.一共摘了多少个梨?
萨姆的银行里有98便士.他花了93个便士.他现在有多少便士?
琼在海滩上发现了79个贝壳,她给了迈克63个贝壳.她现在有多少个贝壳?
莎莉的银行里有760个25美分硬币.她花了418个房间.她现在有几个25美分的硬币?
梅兰妮种了139个萝卜.本尼种了113个萝卜.他们一共种了多少个萝卜?
杰森有676张口袋妖怪卡.艾丽莎买了224张杰森的口袋妖怪卡.杰森现在有多少张口袋妖怪卡?
萨姆种了4个西瓜,但是兔子吃了3个西瓜.萨姆有多少个西瓜?
杰森有口袋妖怪卡.他给了他的朋友9.他现在有4张口袋妖怪卡.他一开始需要多少张口袋妖怪卡?
玛丽在花园里有8个土豆.兔子吃了3个土豆.玛丽现在有多少土豆?
公园里目前有9棵橡树.公园工作人员不得不砍掉两棵受损的橡树.当工人们完工时,公园将有多少棵橡树?
杰西卡在银行里存了8个25美分.她姐姐借了她三间房.杰西卡现在有几个25美分硬币了?
一家餐馆制作了9个汉堡,供午餐时食用.实际上只有3人被招待.午饭吃了多少个汉堡?
抽屉里有七支蜡笔.玛丽从抽屉里拿出了三支蜡笔.现在有多少支蜡笔?
丹摘了9个青柠,给了萨拉4个.丹现在有多少酸橙?
琼有9个蓝色气球,但丢了2个.琼现在有多少个蓝色气球?
琼从果园里摘了43个苹果,给了梅兰妮27个.琼现在有多少个苹果?
琼决定卖掉她所有的旧书.她收集了33本书要卖.她在一次庭院拍卖中卖出了26本书.琼现在有多少本书?
抽屉里有46把尺子.蒂姆从抽屉里拿了25把尺子.抽屉里现在有几把尺子?
琼花5.2美元买了一场篮球比赛,花4.23美元买了一场赛车.琼在电子游戏上花了多少钱?
迈克加入了学校的乐队.他花了145.16美元买了一把小号,花了5.84美元买了一本歌曲书.迈克在音乐商店花了多少钱?
阿丽莎买了一些玩具.她花5.71美元买了一个足球,6.59美元买了弹珠.阿丽莎在玩具上总共花了多少钱?
杰西卡花了10.22美元买了一个猫玩具,一个笼子花了11.73美元.杰西卡买的东西总共花了多少钱?
萨拉午餐吃快餐.莎拉花了5.36美元买了一个热狗,5.1美元买了一份沙拉.午餐账单的总数是多少?
杰森星期六去商场买衣服.他花了14.25美元买短裤,4.75美元买夹克.杰森在衣服上总共花了多少钱?
艾丽莎喜欢吃水果.阿丽莎花128美元买了葡萄,花9.85美元买了樱桃.阿丽莎总共花了多少钱?
桑迪去购物中心买衣服.她花了13.99美元买短裤,12.14美元买衬衫,7.43美元买夹克.桑迪在衣服上花了多少钱?
迈克买了一些玩具.他花95美元买了弹珠,4.95美元买了一个足球,6.52美元买了一个棒球.迈克在玩具上总共花了多少钱?
一艘船可装载5973吨货物.它停在巴哈马,水手们在船上装载了8723吨货物.这艘船现在能装多少吨货物?
12月前,顾客在商场购买1346个耳套.在12月,他们买了6444,但是没有.顾客总共买了多少耳套?
一家汽车公司在北美生产3884辆汽车,在欧洲生产2871辆.总共有多少辆车?
橡树林的公共图书馆里有1986年的书.此外,学校图书馆有5106本书.橡树林的图书馆总共有多少本书?
林肯县原本有20817栋房子.在房地产繁荣时期,开发商建造了97741.林肯县现在有多少房子?
克里斯蒂娜刚从银行账户转了69美元.因此,账户中现在有26935美元.转账前账户里有多少钱?
去年在纽伯格机场,14507名乘客准时降落.不幸的是,有213名乘客晚点了.去年总共有多少乘客降落在纽伯格机场?
去年,90171人出生在一个国家,16320人移民到这个国家.去年有多少人开始在这个国家生活?
一艘满载谷物的船撞上了珊瑚礁.等船修好时,49952吨粮食已流入水中.船上只剩下918吨粮食.这艘船最初装载了多少吨粮食?
为了完成订单,工厂染了61921码的绿色丝绸和49500码的粉红色丝绸.那批货染了多少码丝绸?
一家跨国公司有兼职员工2041人,全职员工63093人.这家公司有多少雇员?
每年,鲑鱼都会逆流而上,从海洋游到它们出生的河流.今年,712261条雄鲑鱼和259378条雌鲑鱼返回了它们的河流.这次旅行有多少条鲑鱼?
一家泳衣制造商供应14797件男士泳衣.此外,它还有4969件女泳衣.总共有多少件游泳衣可供选择?
在最近的房地产繁荣之前,劳伦斯县有1426栋房子.现在,有2000所房子.在房地产繁荣时期,开发商建造了多少房子?
医学实验室的一名工作人员正在研究血样.2个样本共含有7341个血细胞.第一个样本包含4221个血细胞.第二个样本里有多少个血细胞?
最近,凯特的退休基金贬值了12美元.如果她的基金之前值1472美元,现在值多少?
上个赛季,里士满老虎队总共卖出了9570张门票.如果上半赛季卖出3867张票,那么下半赛季卖出多少张票?
一个培养皿最初含有600个细菌.一位科学家让这种细菌生长,现在有1200个.现在还有多少细菌?
斯大林公共图书馆用一笔拨款购买了2650本书.现在图书馆共有图书8500册.在获得拨款之前,图书馆有多少本书?
一家手机公司在全世界共有7422名用户.如果723名客户生活在美国,那么有多少客户生活在其他国家?
去年,道格拉斯县的鸡蛋生产商生产了1416只鸡蛋.今年,这些农场生产了4636个鸡蛋.今年农场多生产了多少个鸡蛋?
一名寻宝者发现了一个埋藏的宝箱,里面装满了总共5155颗宝石.其中45颗是钻石,其余的是红宝石.有多少宝石是红宝石?
在玩电子游戏时,保罗得了3103分.他和他的表弟加起来总共有5816分.保罗的表弟得了多少分?
凯伦在一批什锦果仁中加入了0.25杯核桃.后来,她又加了0.25杯杏仁.凯伦在什锦干果里总共放了多少杯坚果?
裁缝把一条裙子剪掉0.75英寸,一条裤子剪掉0.5英寸.裁缝剪下的裙子比裤子多多少?
斯坦利跑了0.4英里,走了0.2英里.史丹利跑得比走得远多少?
珍妮跑0.6英里,走0.4英里.珍妮跑得比走得远多少?
一个桶能装三加仑水.如果德里克erek再加6.8加仑,总共是多少加仑?
贝基的鱼缸里有8加仑的水.如果贝基再加7加仑,总共有多少加仑?
周六,特雷尔徒步了8.2英里.然后,在周日,他又徒步走了1.6英里.特雷尔一起走了多远?
戈登为班级聚会买了3.42磅水果.全班吃了2.2磅的水果.还剩多少水果?
杰森在海滩上发现了49只贝壳和48只海星.他给了蒂姆13个贝壳.杰森现在有多少个贝壳?
莎莉有39张棒球卡,有9张被撕破了.萨拉买了24张莎莉的棒球卡.莎莉现在有多少张棒球卡?
丹有32颗绿色弹珠和38颗紫色弹珠.迈克拿走了丹的23颗绿色弹珠.丹现在有多少颗绿色弹珠?
杰森有18本书,他读过其中的9本.玛丽有42本书.他们一共有多少本书?
萨姆有86个黄球和20个绿球.琼拿走了萨姆的25颗黄色弹珠.萨姆现在有多少颗黄色弹珠?
公园里有50棵矮树和44棵大树.公园工作人员今天将种7棵矮树.当工人们完工时,公园将有多少棵小树?
阿丽莎摘了25个青柠,迈克摘了32个.汤姆摘了12个李子.一共摘了多少酸橙?
莎拉有792颗黑色弹珠和122颗红色弹珠.弗雷德拿走了莎拉的233颗黑弹珠.莎拉现在有多少颗黑弹珠?
梅兰妮从果园里摘了7个李子和4个橘子.她给了萨姆3个李子.她现在有多少个李子?
杰森有7个紫色的气球和4个红色的气球.他丢了3个紫色气球.杰森现在有多少个紫色气球?
桑迪的狗有8只小狗,其中3只身上有斑点.她给了她的朋友4.她现在有多少只小狗?
迈克找到了6个贝壳和3个海星,但其中4个贝壳坏了.迈克找到了多少完整的贝壳?
